Zebrafish gene name	ZMEL1 - rep1	ZMEL1 - rep2	ZMEL1 - rep3	ZMELR1 - rep1	ZMELR1 - rep2	ZMELR1 - rep3
si:dkey-146m20.13	0	0	0	0	0	0
si:dkey-146m20.14	5	0	8	2	1	1
si:dkey-146n1.4	98	116	137	49	74	154
si:dkey-147f3.4	212	183	342	212	280	146
si:dkey-147f3.8	1452	2029	1902	1198	2006	845
si:dkey-148a12.2	0	0	1	0	3	1
si:dkey-148b12.4	2	2	0	0	0	0
si:dkey-148c4.3	0	0	0	0	0	0
si:dkey-148d16.5	0	1	0	0	0	0
si:dkey-148e22.3	4	2	10	1	6	2
si:dkey-148e3.2	0	2	1	2	1	0
si:dkey-148f10.4	9	6	7	6	9	3
si:dkey-148f24.3	4	5	6	7	19	6
si:dkey-148f24.5	581	449	556	412	487	201
si:dkey-148h10.5	772	487	692	620	591	72
si:dkey-148h10.6	607	657	566	711	1012	333
si:dkey-149f22.2	1	2	4	0	2	1
si:dkey-149i17.11	0	1	1	0	1	0
si:dkey-149i17.7	0	0	1	2	2	0
si:dkey-149i17.8	0	0	0	0	0	0
si:dkey-149i17.9	3	4	2	1	5	0
si:dkey-149i7.2	5	1	2	0	0	1
si:dkey-149i8.3	1	1	2	0	0	1
si:dkey-149j18.1	1254	4065	3692	2239	5201	2767
si:dkey-149m13.1	0	2	2	0	0	0
si:dkey-149m13.2	2	9	7	4	9	2
si:dkey-149m13.3	1	2	3	0	2	0
si:dkey-149m13.4	13	9	20	23	34	8
si:dkey-149m13.5	32	33	52	25	51	21
si:dkey-14a7.2	0	1	0	0	0	0
si:dkey-14a7.3	0	0	0	0	0	0
si:dkey-14a7.4	0	1	0	0	2	0
si:dkey-14a7.5	0	0	1	1	0	0
si:dkey-14a7.6	6	8	3	0	0	0
si:dkey-14a7.7	0	0	1	0	0	0
si:dkey-14d8.1	82	94	92	74	126	56
si:dkey-14d8.19	0	0	0	1	0	0
si:dkey-14d8.2	54	103	112	54	146	28
si:dkey-14d8.20	48	83	55	43	98	22
si:dkey-14d8.21	38	38	66	27	31	16
si:dkey-14d8.22	62	22	56	46	24	11
si:dkey-14d8.23	113	53	118	92	70	34
si:dkey-14d8.24	12	21	29	16	13	9
si:dkey-14d8.6	0	0	0	0	0	0
si:dkey-14d8.7	0	0	1	0	0	0
si:dkey-14d8.9	1	0	0	0	0	3
si:dkey-14f6.1	0	0	0	0	0	0
si:dkey-14f6.4	0	0	0	0	0	0
si:dkey-14f6.5	0	0	0	0	0	0
si:dkey-14i17.1	0	0	0	0	0	0
si:dkey-14i17.2	0	0	0	0	0	0
si:dkey-14i9.1	0	0	0	0	0	0
si:dkey-14k21.1	0	1	2	1	1	0
si:dkey-14k9.2	0	0	1	1	1	0
si:dkey-14k9.3	400	459	469	487	697	296
si:dkey-14o1.14	9	5	24	4	3	11
si:dkey-14o1.18	3	1	0	1	0	2
si:dkey-14o1.19	1	1	2	1	1	2
si:dkey-14o1.20	1	1	0	0	0	1
si:dkey-14o18.1	0	0	0	0	0	0
si:dkey-14o18.2	1	4	4	2	4	1
si:dkey-14o18.3	2	0	0	1	0	0
si:dkey-14o18.7	0	1	0	0	0	0
si:dkey-14o6.10	1	2	2	1	1	0
si:dkey-14o6.2	15	19	24	7	37	11
si:dkey-14o6.3	0	0	0	0	1	0
si:dkey-14o6.4	4	4	5	4	5	4
si:dkey-14o6.6	9	18	25	17	27	19
si:dkey-14o6.7	121	118	201	149	199	51
si:dkey-14o6.8	6	2	3	3	0	2
si:dkey-150h13.1	0	0	0	0	0	0
si:dkey-150i13.2	68	90	115	44	56	42
si:dkey-150k17.2	3777	3598	6021	3730	4592	4480
si:dkey-150k17.3	57	33	125	27	25	47
si:dkey-151g10.6	316651	161395	260279	299665	213110	123992
si:dkey-151g22.1	4	4	13	5	3	5
si:dkey-151m15.6	0	0	0	0	0	0
si:dkey-151m15.7	4	1	3	6	5	2
si:dkey-151m15.8	14	19	5	37	59	20
si:dkey-151m22.8	0	0	4	0	1	0
si:dkey-151m22.9	0	1	1	1	0	1
si:dkey-151m6.6	9	4	7	7	21	4
si:dkey-151p21.9	1	1	0	0	2	0
si:dkey-152b24.6	0	0	0	0	0	0
si:dkey-152b24.7	0	0	0	0	0	0
si:dkey-152b24.8	0	0	0	0	0	0
si:dkey-153k10.14	0	0	1	0	0	0
si:dkey-153k10.6	29	10	20	34	29	14
si:dkey-153k10.7	24	7	14	42	28	13
si:dkey-153k10.9	14	19	18	14	18	6
si:dkey-153m14.1	1	3	6	1	1	1
si:dkey-153n9.4	13	20	15	25	31	21
si:dkey-153n9.5	0	0	0	0	0	0
si:dkey-154b15.1	1585	1105	2352	1343	1147	921
si:dkey-154p10.5	1	0	0	1	0	0
si:dkey-155d18.1	2	1	3	2	4	0
si:dkey-155f10.2	0	0	0	0	0	0
si:dkey-156j15.1	14	19	25	20	22	12
si:dkey-156k2.3	199	211	319	152	232	47
si:dkey-156k2.4	15	9	19	15	19	5
si:dkey-156k2.6	53	46	78	49	79	23
si:dkey-156k2.8	15	13	11	13	17	7
si:dkey-156m18.1	0	0	0	1	0	0
si:dkey-156m18.2	0	0	0	1	1	0
si:dkey-156m2.2	0	0	0	0	0	0
si:dkey-156m2.3	0	0	0	0	0	0
si:dkey-156m2.4	0	0	0	0	0	0
si:dkey-156m2.5	0	0	0	0	0	0
si:dkey-156m2.8	4	3	2	0	5	1
si:dkey-156n14.10	4	4	5	4	15	1
si:dkey-156n14.3	39	45	51	44	51	19
si:dkey-156n14.6	0	0	0	0	0	0
si:dkey-156n14.7	0	0	0	0	0	0
si:dkey-156n14.8	0	0	0	0	0	0
si:dkey-156n14.9	0	0	0	0	0	0
si:dkey-157e10.5	51	75	70	50	79	27
si:dkey-157e10.6	47	61	113	26	72	14
si:dkey-157e10.7	0	1	1	1	1	0
si:dkey-157e10.8	0	1	1	0	0	0
si:dkey-157g16.7	16	13	22	12	13	3
si:dkey-157g20.2	1	1	3	1	0	2
si:dkey-157l19.2	1	3	1	4	4	5
si:dkey-157o17.2	1	0	1	0	1	0
si:dkey-158e13.14	0	1	0	0	0	0
si:dkey-158e13.15	0	0	0	0	0	0
si:dkey-158e13.17	0	0	0	0	0	0
si:dkey-158e13.18	0	0	0	0	0	0
si:dkey-158e13.19	0	0	0	0	0	0
si:dkey-158e13.2	0	1	0	1	0	0
si:dkey-158e13.20	0	0	0	0	0	0
si:dkey-158e13.4	0	0	0	0	0	0
si:dkey-158e13.7	0	0	0	0	0	0
si:dkey-158e13.8	0	0	0	0	0	0
si:dkey-159f4.2	5	2	5	11	18	1
si:dkey-159n16.1	0	0	0	0	0	0
si:dkey-159n16.3	1	0	0	0	0	0
si:dkey-159n16.4	0	0	0	0	0	0
si:dkey-15f23.1	31	53	47	18	69	2
si:dkey-15f23.2	65	45	155	121	99	86
si:dkey-15g19.2	0	1	2	1	1	1
si:dkey-15g22.2	2	7	8	4	13	5
si:dkey-15h14.4	9	3	13	4	4	1
si:dkey-15h19.3	651	259	485	507	270	275
si:dkey-15h8.1	197	218	312	375	389	213
si:dkey-15h8.10	36	65	63	42	74	31
si:dkey-15h8.11	1346	695	1334	1308	852	470
si:dkey-15h8.12	462	319	624	496	470	243
si:dkey-15h8.13	215	400	371	268	514	219
si:dkey-15h8.14	249	222	379	347	362	141
si:dkey-15h8.15	685	500	855	707	648	271
si:dkey-15h8.16	269	260	323	339	409	123
si:dkey-15h8.2	288	229	362	415	354	276
si:dkey-15h8.3	206	237	315	273	400	246
si:dkey-15h8.4	280	408	529	389	668	305
si:dkey-15h8.5	17	35	55	39	52	27
si:dkey-15h8.6	114	178	206	151	219	91
si:dkey-15h8.7	264	161	357	295	251	147
si:dkey-15h8.8	0	1	0	1	0	0
si:dkey-15h8.9	508	531	729	693	786	402
si:dkey-15i8.4	2	3	1	1	1	1
si:dkey-15j16.3	32	26	35	84	74	25
si:dkey-15j16.6	3	3	5	4	12	9
si:dkey-15k16.1	1	2	1	1	2	1
si:dkey-15k16.3	0	0	0	0	0	0
si:dkey-161j23.5	176	261	293	391	588	277
si:dkey-161j23.6	234	303	343	459	718	321
si:dkey-161j23.7	300	323	277	481	632	293
si:dkey-161j23.9	0	2	2	1	0	1
si:dkey-161p7.6	1	0	3	1	0	0
si:dkey-162b23.4	63	98	96	84	138	58
si:dkey-162b3.5	3	3	1	0	4	1
si:dkey-162f21.6	0	1	0	0	0	0
si:dkey-162h11.2	0	1	0	1	1	1
si:dkey-162h11.3	0	0	0	1	0	0
si:dkey-162h11.4	0	0	0	0	0	0
si:dkey-163f12.10	2	0	1	0	0	1
si:dkey-163i6.7	0	0	1	2	2	1
si:dkey-163m14.10	0	0	0	0	0	0
si:dkey-163m14.2	341	662	652	177	421	383
si:dkey-163m14.3	0	1	1	0	3	2
si:dkey-163m14.4	1	0	0	0	0	0
si:dkey-163m14.5	0	0	0	0	0	0
si:dkey-163m14.6	0	0	0	0	1	0
si:dkey-163m14.7	0	0	0	0	1	0
si:dkey-163m14.8	0	0	0	0	0	0
si:dkey-164k14.1	65	236	51	76	199	24
si:dkey-164n2.1	16	20	13	13	16	3
si:dkey-165b20.1	11	9	10	5	5	6
si:dkey-165b20.2	2	7	12	1	6	1
si:dkey-165b20.3	1	0	3	0	5	3
si:dkey-165g20.2	63	85	68	78	148	62
si:dkey-165g20.5	8	20	13	17	33	20
si:dkey-165i8.5	27	16	41	13	15	8
si:dkey-165n16.1	1536	879	1508	1632	1260	740
si:dkey-166f24.2	15	19	23	17	31	24
si:dkey-166k12.1	32	58	71	85	110	64
si:dkey-166k9.2	2	6	2	5	2	4
si:dkey-167i21.2	0	1	0	0	1	1
si:dkey-167i21.4	0	4	1	0	0	0
si:dkey-167k11.1	5	9	4	5	4	1
si:dkey-167k11.3	0	0	0	0	0	0
si:dkey-167o9.3	0	0	0	0	0	0
si:dkey-169i5.4	0	0	0	0	0	0
si:dkey-169l5.3	0	6	2	3	4	0
si:dkey-16b10.1	0	1	0	0	0	0
si:dkey-16b10.2	2	1	1	1	0	0
si:dkey-16b10.3	1	1	0	1	3	1
si:dkey-16c7.4	7	14	11	10	16	3
si:dkey-16i5.8	2	3	4	4	4	2
si:dkey-16j16.4	254	377	413	194	319	263
si:dkey-16j24.1	0	0	1	0	1	0
si:dkey-16m19.1	7060	8518	6913	8041	12033	2760
si:dkey-16n15.3	553	297	487	434	291	171
si:dkey-16n15.6	8	3	8	1	2	6
si:dkey-16n21.5	290	357	415	415	630	790
si:dkey-16p19.1	0	6	9	4	7	1
si:dkey-16p19.10	6	9	11	12	3	5
si:dkey-16p19.3	0	1	0	2	2	0
si:dkey-16p19.5	31	31	49	34	44	7
si:dkey-16p19.8	1	0	0	1	0	1
si:dkey-16p19.9	8	9	18	17	23	18
si:dkey-16p21.6	84	71	194	40	71	63
si:dkey-16p21.8	145	91	86	60	68	2
si:dkey-16p6.1	1972	2365	1926	2042	3157	1319
si:dkey-16p6.2	8	11	20	14	25	9
si:dkey-16p6.3	4	7	7	0	3	0
si:dkey-16p6.4	15	17	44	15	32	22
si:dkey-170g11.2	0	0	0	1	0	0
si:dkey-170g13.2	0	0	0	0	3	2
si:dkey-170k13.3	1	1	3	1	1	0
si:dkey-172f14.2	3	2	0	0	1	1
si:dkey-172j4.3	10	12	11	22	33	15
si:dkey-172k15.3	15	8	17	17	19	9
si:dkey-172k15.4	82	65	127	160	118	64
si:dkey-172k15.5	168	179	185	215	271	154
si:dkey-172k15.6	16	22	37	37	28	34
si:dkey-172k15.7	98	88	116	147	171	60
si:dkey-172m14.1	1939	2474	2341	1733	3174	1428
si:dkey-172m14.2	1	1	1	1	1	1
si:dkey-172o10.8	0	1	0	6	11	4
si:dkey-172o19.2	0	0	0	0	1	0
si:dkey-172o7.1	0	0	0	0	0	0
si:dkey-173l11.3	1	0	3	0	2	0
si:dkey-173l11.5	14	39	12	0	2	1
si:dkey-174c12.3	21	51	57	35	72	15
si:dkey-174c13.1	0	0	0	0	0	0
si:dkey-174k12.3	0	0	0	2	1	0
si:dkey-174k18.9	1	0	2	1	1	0
si:dkey-175a17.4	1	1	0	3	2	1
si:dkey-175d9.1	0	0	0	0	0	0
si:dkey-175d9.2	0	0	1	2	1	2
si:dkey-175d9.3	0	0	0	0	0	0
si:dkey-175g6.2	71	68	119	52	83	204
si:dkey-175g6.6	20	15	17	10	14	30
si:dkey-175m17.7	67	112	132	170	356	161
si:dkey-176f19.1	2	0	0	1	3	0
si:dkey-176f19.2	1	1	0	0	0	0
si:dkey-176f19.4	29	51	69	10	47	8
si:dkey-176f19.5	4	4	10	5	10	1
si:dkey-176f19.7	1	0	4	0	0	0
si:dkey-176g1.4	9	9	15	13	22	8
si:dkey-176g1.6	0	0	0	0	0	0
si:dkey-176g4.4	0	0	0	0	0	0
si:dkey-176g4.5	0	0	1	1	2	3
si:dkey-177g18.1	0	0	0	0	0	0
si:dkey-177p2.15p	28	10	47	32	22	25
si:dkey-177p2.16	275	360	539	459	759	308
si:dkey-177p2.18	24	36	27	36	56	48
si:dkey-177p2.5	0	0	0	0	0	0
si:dkey-177p2.6	1993	1967	3431	3197	4111	4672
si:dkey-178a21.3	1	1	1	3	5	1
si:dkey-178d22.2	0	0	1	0	0	0
si:dkey-178d9.3	0	0	0	0	0	0
si:dkey-178e17.2	1	1	3	0	2	0
si:dkey-178e17.3	48	54	84	26	42	56
si:dkey-178m19.1	1	7	1	3	2	0
si:dkey-178o8.2	32	38	54	18	28	6
si:dkey-178o8.3	0	0	0	0	0	1
si:dkey-179a6.1	4	3	4	3	0	0
si:dkey-179a6.2	19	21	48	3	8	3
si:dkey-179a6.3	1	0	2	0	1	0
si:dkey-179a6.4	0	0	0	0	0	0
si:dkey-179j5.5	0	0	0	0	0	0
si:dkey-179k24.1	0	2	1	1	0	0
si:dkey-179k24.2	2	1	3	1	3	0
si:dkey-179k24.3	4	3	6	6	4	3
si:dkey-179k24.4	1	0	1	1	0	1
si:dkey-179k24.5	0	0	1	0	0	1
si:dkey-179k24.6	7	9	13	9	21	8
si:dkey-179k24.7	1	0	3	1	12	1
si:dkey-179o14.4	0	0	2	0	0	0
si:dkey-17e16.15	2	5	7	5	9	5
si:dkey-17e16.17	9	23	15	11	28	13
si:dkey-17e16.18	5	2	3	2	2	1
si:dkey-17e16.8	71	91	123	56	59	39
si:dkey-17e16.9	0	1	0	0	0	0
si:dkey-17e6.1	0	0	0	1	0	0
si:dkey-17e6.2	2	6	2	5	12	9
si:dkey-17m8.1	354	513	1666	412	585	990
si:dkey-17m8.2	0	0	0	0	0	0
si:dkey-17n6.1	0	0	2	0	0	1
si:dkey-180i4.2	14	11	28	16	13	19
si:dkey-180p18.11	0	0	0	0	0	0
si:dkey-180p18.9	9169	5143	7895	6833	4901	2249
si:dkey-181c1.7	0	0	0	1	0	0
si:dkey-181c13.1	2	4	7	5	3	1
si:dkey-181d19.3	12	12	18	39	33	28
si:dkey-181d19.4	0	0	0	1	0	0
si:dkey-181d19.5	0	1	0	0	1	0
si:dkey-181d19.6	1	1	0	1	2	1
si:dkey-181i3.8	104	125	64	109	148	64
si:dkey-181m19.11	0	0	0	0	1	0
si:dkey-181m19.16	0	3	0	0	0	0
si:dkey-181m19.3	0	0	0	0	0	0
si:dkey-181m19.9	0	0	1	0	0	1
si:dkey-181m9.5	9	9	9	9	15	3
si:dkey-181m9.8	380	423	746	482	802	528
si:dkey-182g1.2	2	2	3	5	7	7
si:dkey-182g1.5	2	2	0	0	0	0
si:dkey-182g1.6	1196	1026	2511	807	956	581
si:dkey-182g1.8	160	132	174	114	129	95
si:dkey-182i1.1	26	23	28	56	45	24
si:dkey-182i3.10	270	216	362	358	356	167
si:dkey-182i3.11	1	1	1	1	3	2
si:dkey-182i3.8	287	201	343	331	362	157
si:dkey-182i3.9	92	68	122	115	96	53
si:dkey-182m1.2	5	0	1	4	3	3
si:dkey-183c16.7	559	524	690	507	643	266
si:dkey-183g16.1	0	0	0	1	0	0
si:dkey-183g16.2	0	0	1	0	0	0
si:dkey-183k8.1	0	2	1	3	1	2
si:dkey-183k8.2	0	1	1	0	1	1
si:dkey-183n20.15	3	4	6	2	10	4
si:dkey-183n20.2	0	0	0	0	0	0
si:dkey-183n20.8p	6	3	5	24	22	18
si:dkey-183n6.8	16	10	13	11	18	7
si:dkey-183p4.10	2	3	1	2	0	2
si:dkey-183p4.9	0	0	1	1	3	1
si:dkey-184d2.3	0	2	0	0	1	0
si:dkey-184d2.4	0	0	0	0	0	0
si:dkey-184d2.5	0	0	0	0	0	0
si:dkey-184d2.6	0	0	0	0	0	0
si:dkey-184j23.1	0	0	1	0	0	0
si:dkey-184n1.1	0	0	0	10	15	19
si:dkey-184n3.2	24	8	38	19	14	11
si:dkey-184p9.7	0	0	0	0	0	0
si:dkey-184p9.9	1	0	2	0	0	0
si:dkey-185p13.1	91	49	102	118	127	87
si:dkey-186k21.1	0	0	0	0	0	0
si:dkey-186k21.2	0	0	0	0	0	0
si:dkey-187a12.4	796	1107	883	839	1430	440
si:dkey-187e18.1	788	2040	1362	1758	3478	1473
si:dkey-187i8.2	8	16	8	14	9	13
si:dkey-187j14.2	0	0	0	0	2	0
si:dkey-187j14.4	0	0	1	0	0	0
si:dkey-187j14.6	0	0	1	1	0	0
si:dkey-187k19.1	0	0	0	0	0	0
si:dkey-187k19.2	1	2	1	2	5	2
si:dkey-188c14.4	0	0	0	0	0	0
si:dkey-188g12.2	0	0	0	0	0	0
si:dkey-188h10.3	1659	771	1999	1619	1172	856
si:dkey-188i13.10	1957	1664	4309	2235	1674	3079
si:dkey-188i13.11	2926	1668	3670	3932	3201	3402
si:dkey-188i13.6	1014	342	7280	2116	980	4408
si:dkey-188i13.7	1204	610	8053	25	21	61
si:dkey-188i13.8	81	49	175	109	64	159
si:dkey-188i13.9	110	110	401	122	104	220
si:dkey-188k17.2	2	5	8	4	2	1
si:dkey-188k17.3	1	0	0	0	0	1
si:dkey-188p4.1	3	5	4	8	5	6
si:dkey-189a9.4	4	5	4	3	1	1
si:dkey-189d19.1	0	0	0	1	0	1
si:dkey-189d19.2	0	1	0	1	1	0
si:dkey-189h5.6	0	3	1	3	2	4
si:dkey-189j19.1	0	0	0	0	0	0
si:dkey-189n19.3	47	62	50	65	90	57
si:dkey-189n19.4	0	1	0	0	0	0
si:dkey-189o20.1	756	546	1584	551	542	466
si:dkey-18a10.3	2	13	10	3	18	3
si:dkey-18b8.8	2	0	1	1	0	1
si:dkey-18c8.2	0	0	0	0	1	0
si:dkey-18c8.3	0	0	1	1	1	1
si:dkey-18f22.1	0	0	1	0	0	0
si:dkey-18f23.11	1	2	0	2	3	1
si:dkey-18f7.2	64	65	124	75	81	97
si:dkey-18h14.2	303	546	285	473	365	154
si:dkey-18j14.4	0	0	0	0	0	0
si:dkey-18j14.5	2	0	1	0	0	1
si:dkey-18o7.2	0	0	0	0	0	0
si:dkey-18o7.3	0	0	0	1	0	0
si:dkey-18p12.4	4	1	13	1	7	2
si:dkey-190g11.3	3	4	16	10	12	33
si:dkey-190g11.5	3	0	1	0	3	1
si:dkey-190g6.3	1	0	0	1	0	0
si:dkey-190i10.1	0	0	0	0	0	0
si:dkey-190j3.4	63	75	77	68	102	31
si:dkey-190l8.2	8	6	5	21	42	4
si:dkey-191c17.2	0	0	0	0	0	0
si:dkey-191g9.5	4	6	13	17	22	10
si:dkey-191j3.1	6	1	4	0	1	0
si:dkey-191j3.2	17	29	87	37	54	69
si:dkey-191j3.3	93	73	114	92	110	52
si:dkey-191m6.3	0	0	0	0	0	1
si:dkey-192d15.1	0	0	0	0	0	0
si:dkey-192d15.2	0	0	0	0	0	0
si:dkey-192d15.3	0	0	0	0	2	0
si:dkey-192g7.3	1	0	1	3	0	0
si:dkey-192i18.3	2	2	6	2	1	1
si:dkey-192i18.5	0	0	1	0	1	0
si:dkey-192k22.2	2	3	4	0	2	0
si:dkey-192l17.3	0	0	0	0	0	0
si:dkey-192l18.10	0	0	1	1	0	0
si:dkey-192l18.11	4	2	1	0	0	0
si:dkey-192l18.12	6	10	8	13	23	5
si:dkey-192l18.9	2	3	6	1	6	1
si:dkey-192o1.3	0	0	1	0	0	0
si:dkey-192p21.6	8	4	6	1	10	9
si:dkey-193b15.5	22	32	157	9	18	21
si:dkey-193b15.6	0	0	3	0	3	1
si:dkey-193b15.7	0	0	0	0	0	1
si:dkey-193b18.1	0	0	0	0	0	0
si:dkey-193c22.1	1029	725	1078	1122	1074	553
si:dkey-193c22.2	90	237	228	540	1011	502
si:dkey-193d10.1	0	0	0	0	0	0
si:dkey-193d10.10	0	0	0	0	0	0
si:dkey-193d10.11	0	0	0	0	0	0
si:dkey-193d10.2	0	0	0	0	0	0
si:dkey-193d10.3	0	0	0	0	0	0
si:dkey-193d10.4	0	0	0	0	0	0
si:dkey-193d10.5	0	0	0	0	0	0
si:dkey-193d10.6	0	0	0	0	0	0
si:dkey-193d10.7	0	0	0	0	0	0
si:dkey-193d10.8	0	0	0	0	0	0
si:dkey-193d10.9	0	0	0	0	0	0
si:dkey-193e13.8	3	8	4	1	1	2
si:dkey-193h7.5	0	0	1	0	1	0
si:dkey-193i10.1	237	306	221	328	472	162
si:dkey-193i10.3	8	3	5	5	7	0
si:dkey-193i10.4	306	444	432	330	600	205
si:dkey-193i10.6	0	0	0	0	0	0
si:dkey-193i10.7	25	26	22	23	42	14
si:dkey-193l3.7	1	2	2	0	0	1
si:dkey-193l3.9	1	3	0	3	2	0
si:dkey-193n17.5	0	0	0	0	1	0
si:dkey-193n17.7	0	0	1	0	0	0
si:dkey-193n17.9	22	24	25	14	53	16
si:dkey-193p11.2	0	1	0	0	0	0
si:dkey-195m1.4	0	0	0	0	1	1
si:dkey-195m11.11	0	0	0	0	0	1
si:dkey-195m11.8	55	51	23	150	173	137
si:dkey-196h17.4	21	29	5	2	9	4
si:dkey-196j8.2	13	8	14	18	21	2
si:dkey-196j8.3	0	1	2	0	0	0
si:dkey-196n19.1	23	42	93	28	57	26
si:dkey-196n19.2	37	55	219	77	113	138
si:dkey-196n19.3	1	5	9	1	3	4
si:dkey-196n19.5	0	0	0	0	0	0
si:dkey-196n19.7	46	60	80	61	97	36
si:dkey-196n19.8	1	0	0	1	2	1
si:dkey-197a4.1	100	73	98	79	76	12
si:dkey-197c15.6	1685	1848	2180	1793	2739	1370
si:dkey-197d18.1	0	2	0	1	0	1
si:dkey-197d18.2	2	0	2	0	0	0
si:dkey-197d18.3	29	27	8	0	1	1
si:dkey-197j19.4	0	0	0	0	0	0
si:dkey-197j19.5	23	33	23	36	36	24
si:dkey-197m7.1	4	3	3	0	1	0
si:dkey-199c16.2	0	0	0	0	0	0
si:dkey-199f5.3	0	0	0	1	1	0
si:dkey-199f5.4	0	0	0	1	1	0
si:dkey-199f5.6	316	393	401	161	207	158
si:dkey-199f5.7	3	3	2	3	5	0
si:dkey-199f5.8	2019	3094	2396	2413	4158	1547
si:dkey-199i24.3	0	0	0	0	0	0
si:dkey-199k11.6	0	2	4	1	0	0
si:dkey-199k11.8	0	0	0	0	0	0
si:dkey-199l1.1	0	0	0	0	0	0
si:dkey-199l17.4	0	0	0	0	0	0
si:dkey-199l17.5	1	0	0	0	0	0
si:dkey-199l17.7	0	0	0	0	0	0
si:dkey-199l17.8	20	21	16	21	24	10
si:dkey-199m13.1	4	4	8	8	14	8
si:dkey-199m13.2	36	41	56	42	38	24
si:dkey-199m13.3	10	5	5	5	6	4
si:dkey-199m13.4	30	13	32	29	27	10
si:dkey-199m13.5	2	5	3	7	5	2
si:dkey-199m13.6	1	1	10	6	4	3
si:dkey-199m13.7	42	40	57	45	52	18
si:dkey-199m13.8	12	11	7	7	12	7
si:dkey-199m13.9	4	2	4	1	3	1
si:dkey-19a16.1	0	0	3	3	11	2
si:dkey-19a16.10	5	5	15	7	17	4
si:dkey-19a16.11	1	5	1	3	7	0
si:dkey-19a16.12	2	2	3	1	1	0
si:dkey-19a16.13	57	60	72	46	37	18
si:dkey-19a16.3	0	0	5	2	3	0
si:dkey-19a16.4	155	190	213	277	353	237
si:dkey-19a16.5	10	5	8	11	21	8
si:dkey-19a16.7	4225	4090	6453	5668	6962	3968
si:dkey-19a16.9	0	1	1	0	1	0
si:dkey-19c16.1	149	165	114	150	259	100
si:dkey-19c16.12	57	61	64	61	95	34
si:dkey-19d21.1	0	0	0	0	0	0
si:dkey-19d21.2	0	0	0	0	0	0
si:dkey-19d21.3	0	0	0	0	0	0
si:dkey-19d21.4	3	10	7	9	20	14
si:dkey-19e4.5	5854	4734	7116	5220	5962	2811
si:dkey-19f21.8	0	0	0	0	0	0
si:dkey-19h16.2	28	29	45	30	31	16
si:dkey-19h16.7	2	0	6	3	2	1
si:dkey-19h16.8	0	0	0	0	0	0
si:dkey-19j7.4	4	3	1	8	8	4
si:dkey-19n13.5	440	842	828	1139	1989	1616
si:dkey-19p15.5	4	2	1	0	4	1
si:dkey-19p15.8	12	24	31	26	45	16
si:dkey-1b17.1	41	59	73	77	97	39
si:dkey-1b17.10	44	55	66	62	108	67
si:dkey-1b17.11	154	138	212	228	241	141
si:dkey-1b17.12	79	152	157	129	192	135
si:dkey-1b17.13	30	40	49	47	85	47
si:dkey-1b17.14	117	100	200	209	202	114
si:dkey-1b17.2	306	300	440	391	513	245
si:dkey-1b17.3	275	247	340	364	376	222
si:dkey-1b17.4	32	42	48	39	66	26
si:dkey-1b17.5	25	19	46	33	65	34
si:dkey-1b17.7	227	147	364	376	300	292
si:dkey-1b17.8	280	189	446	399	396	214
si:dkey-1b17.9	7	6	4	6	14	7
si:dkey-1c7.1	17	17	49	8	18	4
si:dkey-1c7.3	0	0	0	0	0	0
si:dkey-1d7.3	0	2	0	2	0	0
si:dkey-1f1.3	15	5	17	9	7	13
si:dkey-1f1.4	0	0	0	0	0	0
si:dkey-1h24.6	7	4	11	449	404	335
si:dkey-1h6.6	0	0	0	0	0	0
si:dkey-1h6.8	3	3	4	4	7	5
si:dkey-1j5.4	7	10	4	2	7	3
si:dkey-1m11.5	0	0	3	3	2	1
si:dkey-1m11.6	1	4	6	12	12	7
si:dkey-1m11.8	3	1	1	3	4	3
si:dkey-1n7.1	0	0	0	0	0	0
si:dkey-1p9.2	4	4	3	2	0	0
si:dkey-1p9.4	0	0	0	0	0	0
si:dkey-1p9.5	0	1	0	0	1	1
si:dkey-200c24.1	145	351	279	157	380	55
si:dkey-200j6.4	0	0	0	0	0	0
si:dkey-200j6.5	0	0	0	0	0	0
si:dkey-200l5.4	3794	1150	4212	9726	6409	2342
si:dkey-201c13.2	26	22	13	29	23	19
si:dkey-201i2.1	0	1	0	1	0	0
si:dkey-201i6.5	22	20	19	44	48	10
si:dkey-201i6.6	2	2	0	0	4	5
si:dkey-201i6.8	1	1	0	5	3	5
si:dkey-201l21.1	0	0	0	0	0	0
si:dkey-201l21.2	0	0	0	0	0	0
si:dkey-201l21.4	1	0	0	1	0	1
si:dkey-201l21.5	1	2	4	11	7	1
si:dkey-202b22.5	14	24	19	16	34	13
si:dkey-202b22.6	5	6	2	10	10	5
si:dkey-202b22.7	0	0	0	1	0	0
si:dkey-202b22.8	14	8	21	15	8	5
si:dkey-202c14.3	101	108	145	108	164	75
si:dkey-202c14.4	476	611	796	607	1080	417
si:dkey-202i12.5	21	17	22	8	22	22
si:dkey-202l22.3	0	0	0	0	0	0
si:dkey-202l22.4	3	6	8	3	2	5
si:dkey-202l22.5	1	3	1	0	0	0
si:dkey-202l22.6	0	1	0	0	1	0
si:dkey-202m22.9	0	0	0	0	0	0
si:dkey-202n8.1	65	52	102	63	95	45
si:dkey-202p8.1	9	31	27	49	64	32
si:dkey-203a12.2	0	1	0	0	0	0
si:dkey-203c4.2	0	0	0	0	0	1
si:dkey-203o14.2	19	13	12	13	7	7
